employee_id,employee_name,team,role_level,week_start,total_hours_worked,overtime_hours_week,after_hours_min_week,meetings_count_week,tasks_completed_week,pto_days_week,days_worked_week,weekend_work_days,busy_period_share,workload_trend_4w,baseline_hours,baseline_after_hrs,baseline_pto,hours_vs_baseline,after_hrs_vs_baseline,pto_vs_baseline,burnout_score,burnout_category
ENG_0449,Employee_0449,QA Automation,Junior,2025-07-21,53.21,13.21,639,13,22,0.0,5,0,1.0,41.53,41.375,380.5,0.0,11.84,258.5,0.0,44.8,Moderate
ENG_0449,Employee_0449,QA Automation,Junior,2025-07-28,40.91,1.43,386,9,20,0.0,5,0,0.0,47.82,41.375,380.5,0.0,-0.47,5.5,0.0,9.4,Low
ENG_0449,Employee_0449,QA Automation,Junior,2025-08-04,41.84,1.85,375,7,24,0.0,5,0,0.0,44.88,41.375,380.5,0.0,0.47,-5.5,0.0,6.7,Low
ENG_0449,Employee_0449,QA Automation,Junior,2025-08-11,40.33,1.5,362,16,20,0.0,5,0,0.0,44.07,41.375,380.5,0.0,-1.05,-18.5,0.0,5.3,Low
ENG_0449,Employee_0449,QA Automation,Junior,2025-08-18,32.34,0.47,281,8,19,1.0,4,0,0.0,38.86,41.375,380.5,0.0,-9.03,-99.5,1.0,0.8,Low
ENG_0449,Employee_0449,QA Automation,Junior,2025-08-25,51.21,11.21,604,12,30,0.0,5,0,1.0,41.43,41.375,380.5,0.0,9.84,223.5,0.0,38.3,Moderate
ENG_0449,Employee_0449,QA Automation,Junior,2025-09-01,41.19,1.31,375,8,25,0.0,5,0,0.0,41.27,41.375,380.5,0.0,-0.19,-5.5,0.0,2.3,Low
ENG_0449,Employee_0449,QA Automation,Junior,2025-09-08,42.13,2.67,443,16,24,0.0,5,0,0.0,41.72,41.375,380.5,0.0,0.75,62.5,0.0,10.2,Low
ENG_0449,Employee_0449,QA Automation,Junior,2025-09-15,34.52,2.52,286,12,25,1.0,4,0,0.0,42.26,41.375,380.5,0.0,-6.85,-94.5,1.0,5.3,Low
ENG_0449,Employee_0449,QA Automation,Junior,2025-09-22,41.78,9.78,520,21,20,1.0,4,0,1.0,39.9,41.375,380.5,0.0,0.41,139.5,1.0,28.7,Low
ENG_0449,Employee_0449,QA Automation,Junior,2025-09-29,40.66,1.45,427,9,26,0.0,5,0,0.0,39.77,41.375,380.5,0.0,-0.72,46.5,0.0,6.4,Low
ENG_0449,Employee_0449,QA Automation,Junior,2025-10-06,52.57,12.57,587,10,16,0.0,5,0,1.0,42.38,41.375,380.5,0.0,11.2,206.5,0.0,40.2,Moderate
ENG_0449,Employee_0449,QA Automation,Junior,2025-10-13,41.1,1.75,413,11,24,0.0,5,0,0.0,44.03,41.375,380.5,0.0,-0.27,32.5,0.0,8.4,Low
ENG_0449,Employee_0449,QA Automation,Junior,2025-10-20,39.02,0.17,370,14,29,0.0,5,0,0.0,43.34,41.375,380.5,0.0,-2.35,-10.5,0.0,2.3,Low
ENG_0449,Employee_0449,QA Automation,Junior,2025-10-27,49.91,9.91,622,13,29,0.0,5,0,1.0,45.65,41.375,380.5,0.0,8.53,241.5,0.0,41.7,Moderate
ENG_0449,Employee_0449,QA Automation,Junior,2025-11-03,41.25,1.78,374,9,27,0.0,5,0,0.0,42.82,41.375,380.5,0.0,-0.12,-6.5,0.0,4.6,Low
ENG_0449,Employee_0449,QA Automation,Junior,2025-11-10,53.36,13.36,630,12,26,0.0,5,0,1.0,45.88,41.375,380.5,0.0,11.98,249.5,0.0,48.7,Moderate
ENG_0449,Employee_0449,QA Automation,Junior,2025-11-17,42.63,2.63,418,9,22,0.0,5,0,0.0,46.79,41.375,380.5,0.0,1.25,37.5,0.0,13.1,Low
ENG_0449,Employee_0449,QA Automation,Junior,2025-11-24,43.9,3.9,385,6,20,0.0,5,0,0.0,45.28,41.375,380.5,0.0,2.52,4.5,0.0,11.1,Low
ENG_0449,Employee_0449,QA Automation,Junior,2025-12-01,40.28,1.77,345,9,25,0.0,5,0,0.0,45.04,41.375,380.5,0.0,-1.09,-35.5,0.0,6.8,Low
ENG_0449,Employee_0449,QA Automation,Junior,2025-12-08,52.08,12.08,638,15,16,0.0,5,0,1.0,44.72,41.375,380.5,0.0,10.7,257.5,0.0,45.9,Moderate
ENG_0449,Employee_0449,QA Automation,Junior,2025-12-15,39.81,0.79,386,10,22,0.0,5,0,0.0,44.02,41.375,380.5,0.0,-1.56,5.5,0.0,4.5,Low
ENG_0449,Employee_0449,QA Automation,Junior,2025-12-22,31.64,7.64,363,8,13,2.0,3,0,1.0,40.95,41.375,380.5,0.0,-9.74,-17.5,2.0,13.4,Low
ENG_0449,Employee_0449,QA Automation,Junior,2025-12-29,32.870000000000005,1.38,326,6,15,1.0,4,0,0.0,39.1,41.375,380.5,0.0,-8.5,-54.5,1.0,2.4,Low
ENG_0449,Employee_0449,QA Automation,Junior,2026-01-05,40.1,0.85,400,12,30,0.0,5,0,0.0,36.11,41.375,380.5,0.0,-1.27,19.5,0.0,3.1,Low
ENG_0449,Employee_0449,QA Automation,Junior,2026-01-12,41.08,1.54,371,6,23,0.0,5,0,0.0,36.42,41.375,380.5,0.0,-0.3,-9.5,0.0,2.7,Low
ENG_0449,Employee_0449,QA Automation,Junior,2026-01-19,32.8,0.97,285,7,18,1.0,4,0,0.0,36.71,41.375,380.5,0.0,-8.58,-95.5,1.0,1.7,Low
ENG_0449,Employee_0449,QA Automation,Junior,2026-01-26,42.45,2.68,395,10,22,0.0,5,0,0.0,39.11,41.375,380.5,0.0,1.08,14.5,0.0,5.9,Low
ENG_0450,Employee_0450,Data Engineering,Mid,2025-06-30,30.05,0.18,177,10,18,0.0,4,0,0.0,30.05,38.94,232.0,0.0,-8.89,-55.0,0.0,0.3,Low
ENG_0450,Employee_0450,Data Engineering,Mid,2025-07-07,39.0,1.01,200,14,30,0.0,5,0,0.0,34.52,38.94,232.0,0.0,0.06,-32.0,0.0,1.8,Low
ENG_0450,Employee_0450,Data Engineering,Mid,2025-07-14,49.66,9.66,474,29,21,0.0,5,0,1.0,39.57,38.94,232.0,0.0,10.72,242.0,0.0,37.7,Moderate
ENG_0450,Employee_0450,Data Engineering,Mid,2025-07-21,47.1,7.1,395,13,35,0.0,5,0,1.0,41.45,38.94,232.0,0.0,8.16,163.0,0.0,28.5,Low
ENG_0450,Employee_0450,Data Engineering,Mid,2025-07-28,38.75,0.35,195,12,28,0.0,5,0,0.0,43.63,38.94,232.0,0.0,-0.19,-37.0,0.0,5.3,Low
ENG_0450,Employee_0450,Data Engineering,Mid,2025-08-04,38.88,0.74,264,22,25,0.0,5,0,0.0,43.6,38.94,232.0,0.0,-0.06,32.0,0.0,8.6,Low
ENG_0450,Employee_0450,Data Engineering,Mid,2025-08-11,30.81,0.0,191,8,22,1.0,4,0,0.0,38.88,38.94,232.0,0.0,-8.13,-41.0,1.0,0.0,Low
ENG_0450,Employee_0450,Data Engineering,Mid,2025-08-18,39.91,0.74,267,15,27,0.0,5,0,0.0,37.09,38.94,232.0,0.0,0.97,35.0,0.0,4.2,Low
ENG_0450,Employee_0450,Data Engineering,Mid,2025-08-25,40.27,0.77,204,14,24,0.0,5,0,0.0,37.47,38.94,232.0,0.0,1.33,-28.0,0.0,1.3,Low
ENG_0450,Employee_0450,Data Engineering,Mid,2025-09-01,39.34,0.16,238,19,20,0.0,5,0,0.0,37.58,38.94,232.0,0.0,0.4,6.0,0.0,0.8,Low
ENG_0450,Employee_0450,Data Engineering,Mid,2025-09-08,49.44,9.44,417,23,28,0.0,5,0,1.0,42.24,38.94,232.0,0.0,10.5,185.0,0.0,35.2,Moderate
ENG_0450,Employee_0450,Data Engineering,Mid,2025-09-15,47.98,7.98,312,17,24,0.0,5,0,1.0,44.26,38.94,232.0,0.0,9.04,80.0,0.0,26.0,Low
ENG_0450,Employee_0450,Data Engineering,Mid,2025-09-22,48.06,8.06,400,14,29,0.0,5,0,1.0,46.2,38.94,232.0,0.0,9.12,168.0,0.0,35.4,Moderate
ENG_0450,Employee_0450,Data Engineering,Mid,2025-09-29,38.14,0.0,199,13,28,0.0,5,0,0.0,45.9,38.94,232.0,0.0,-0.8,-33.0,0.0,7.0,Low
ENG_0450,Employee_0450,Data Engineering,Mid,2025-10-06,37.57,0.0,245,15,21,0.0,5,0,0.0,42.94,38.94,232.0,0.0,-1.37,13.0,0.0,5.1,Low
ENG_0450,Employee_0450,Data Engineering,Mid,2025-10-13,39.57,0.09,295,11,21,0.0,5,0,0.0,40.84,38.94,232.0,0.0,0.63,63.0,0.0,7.3,Low
ENG_0450,Employee_0450,Data Engineering,Mid,2025-10-20,22.92,0.17,118,5,14,2.0,3,0,0.0,34.55,38.94,232.0,0.0,-16.02,-114.0,2.0,0.3,Low
ENG_0450,Employee_0450,Data Engineering,Mid,2025-10-27,39.16,0.73,278,14,24,0.0,5,0,0.0,34.8,38.94,232.0,0.0,0.22,46.0,0.0,5.1,Low
ENG_0450,Employee_0450,Data Engineering,Mid,2025-11-03,38.48,0.27,173,14,18,0.0,5,0,0.0,35.03,38.94,232.0,0.0,-0.46,-59.0,0.0,0.5,Low
ENG_0450,Employee_0450,Data Engineering,Mid,2025-11-10,38.08,0.0,211,18,21,0.0,5,0,0.0,34.66,38.94,232.0,0.0,-0.86,-21.0,0.0,0.0,Low
ENG_0450,Employee_0450,Data Engineering,Mid,2025-11-17,37.61,0.0,275,14,21,0.0,5,0,0.0,38.33,38.94,232.0,0.0,-1.33,43.0,0.0,3.6,Low
ENG_0450,Employee_0450,Data Engineering,Mid,2025-11-24,37.55,0.0,259,15,23,0.0,5,0,0.0,37.93,38.94,232.0,0.0,-1.39,27.0,0.0,2.2,Low
ENG_0450,Employee_0450,Data Engineering,Mid,2025-12-01,39.56,0.71,196,11,21,0.0,5,0,0.0,38.2,38.94,232.0,0.0,0.62,-36.0,0.0,1.2,Low
ENG_0450,Employee_0450,Data Engineering,Mid,2025-12-08,50.0,10.0,450,14,15,0.0,5,0,1.0,41.18,38.94,232.0,0.0,11.06,218.0,0.0,37.9,Moderate
ENG_0450,Employee_0450,Data Engineering,Mid,2025-12-15,49.39,9.39,364,19,16,0.0,5,0,1.0,44.12,38.94,232.0,0.0,10.45,132.0,0.0,32.6,Low
ENG_0450,Employee_0450,Data Engineering,Mid,2025-12-22,39.8,0.3,243,18,23,0.0,5,0,0.0,44.69,38.94,232.0,0.0,0.86,11.0,0.0,7.2,Low
ENG_0450,Employee_0450,Data Engineering,Mid,2025-12-29,40.42,1.18,228,15,34,0.0,5,0,0.0,44.9,38.94,232.0,0.0,1.48,-4.0,0.0,8.0,Low
ENG_0450,Employee_0450,Data Engineering,Mid,2026-01-05,48.88,8.88,396,16,34,0.0,5,0,1.0,44.62,38.94,232.0,0.0,9.94,164.0,0.0,34.9,Low
ENG_0450,Employee_0450,Data Engineering,Mid,2026-01-12,40.25,1.2,280,23,19,0.0,5,0,0.0,42.34,38.94,232.0,0.0,1.31,48.0,0.0,9.5,Low
ENG_0450,Employee_0450,Data Engineering,Mid,2026-01-19,37.67,0.33,193,17,27,0.0,5,0,0.0,41.81,38.94,232.0,0.0,-1.27,-39.0,0.0,3.4,Low
ENG_0450,Employee_0450,Data Engineering,Mid,2026-01-26,47.79,7.79,371,18,26,0.0,5,0,1.0,43.65,38.94,232.0,0.0,8.85,139.0,0.0,29.9,Low
ENG_0451,Employee_0451,Data Engineering,Mid,2025-06-30,27.16,3.16,217,7,13,1.0,3,0,0.0,27.16,39.69,299.5,0.5,-12.53,-82.5,0.5,5.5,Low
ENG_0451,Employee_0451,Data Engineering,Mid,2025-07-07,44.29,4.29,283,15,21,0.0,5,0,0.0,35.72,39.69,299.5,0.5,4.6,-16.5,-0.5,17.5,Low
ENG_0451,Employee_0451,Data Engineering,Mid,2025-07-14,52.510000000000005,12.51,570,19,28,0.0,5,0,1.0,41.32,39.69,299.5,0.5,12.82,270.5,-0.5,56.1,Moderate
ENG_0451,Employee_0451,Data Engineering,Mid,2025-07-21,55.33,15.33,545,20,19,0.0,5,0,1.0,44.82,39.69,299.5,0.5,15.64,245.5,-0.5,62.4,Moderate
ENG_0451,Employee_0451,Data Engineering,Mid,2025-07-28,34.33,2.33,265,15,13,1.0,4,0,0.0,46.62,39.69,299.5,0.5,-5.36,-34.5,0.5,11.0,Low
ENG_0451,Employee_0451,Data Engineering,Mid,2025-08-04,36.05,4.2,316,18,20,1.0,4,0,0.0,44.56,39.69,299.5,0.5,-3.64,16.5,0.5,13.6,Low
ENG_0451,Employee_0451,Data Engineering,Mid,2025-08-11,26.55,2.55,239,5,8,2.0,3,0,0.0,38.06,39.69,299.5,0.5,-13.14,-60.5,1.5,4.5,Low
ENG_0451,Employee_0451,Data Engineering,Mid,2025-08-18,43.33,3.6,350,7,22,0.0,5,0,0.0,35.06,39.69,299.5,0.5,3.64,50.5,-0.5,20.5,Low
ENG_0451,Employee_0451,Data Engineering,Mid,2025-08-25,35.71,3.71,247,11,17,1.0,4,0,0.0,35.41,39.69,299.5,0.5,-3.98,-52.5,0.5,6.5,Low
ENG_0451,Employee_0451,Data Engineering,Mid,2025-09-01,46.64,6.64,327,15,24,0.0,5,0,0.0,38.06,39.69,299.5,0.5,6.95,27.5,-0.5,23.9,Low
ENG_0451,Employee_0451,Data Engineering,Mid,2025-09-08,55.43,15.43,560,20,20,0.0,5,0,1.0,45.28,39.69,299.5,0.5,15.74,260.5,-0.5,64.3,Moderate
ENG_0451,Employee_0451,Data Engineering,Mid,2025-09-15,54.36,14.36,531,21,23,0.0,5,0,1.0,48.04,39.69,299.5,0.5,14.67,231.5,-0.5,62.8,Moderate
ENG_0451,Employee_0451,Data Engineering,Mid,2025-09-22,55.07,15.07,540,19,22,0.0,5,0,1.0,52.88,39.69,299.5,0.5,15.38,240.5,-0.5,69.6,High
ENG_0451,Employee_0451,Data Engineering,Mid,2025-09-29,34.48,2.48,260,11,20,1.0,4,0,0.0,49.83,39.69,299.5,0.5,-5.21,-39.5,0.5,14.5,Low
ENG_0451,Employee_0451,Data Engineering,Mid,2025-10-06,35.17,3.17,275,10,20,1.0,4,0,0.0,44.77,39.69,299.5,0.5,-4.52,-24.5,0.5,10.6,Low
ENG_0451,Employee_0451,Data Engineering,Mid,2025-10-13,36.33,4.33,271,16,30,1.0,4,0,0.0,40.26,39.69,299.5,0.5,-3.36,-28.5,0.5,8.1,Low
ENG_0451,Employee_0451,Data Engineering,Mid,2025-10-20,44.07,4.07,353,20,34,0.0,5,0,0.0,37.51,39.69,299.5,0.5,4.38,53.5,-0.5,21.6,Low
ENG_0451,Employee_0451,Data Engineering,Mid,2025-10-27,35.89,3.89,257,11,19,1.0,4,0,0.0,37.86,39.69,299.5,0.5,-3.8,-42.5,0.5,6.8,Low
ENG_0451,Employee_0451,Data Engineering,Mid,2025-11-03,36.08,4.08,279,22,20,1.0,4,0,0.0,38.09,39.69,299.5,0.5,-3.61,-20.5,0.5,7.1,Low
ENG_0451,Employee_0451,Data Engineering,Mid,2025-11-10,34.52,2.52,249,20,28,1.0,4,0,0.0,37.64,39.69,299.5,0.5,-5.17,-50.5,0.5,4.4,Low
ENG_0451,Employee_0451,Data Engineering,Mid,2025-11-17,26.39,2.39,174,11,19,2.0,3,0,0.0,33.22,39.69,299.5,0.5,-13.3,-125.5,1.5,4.2,Low
ENG_0451,Employee_0451,Data Engineering,Mid,2025-11-24,34.230000000000004,2.27,233,11,19,1.0,4,0,0.0,32.8,39.69,299.5,0.5,-5.46,-66.5,0.5,4.0,Low
ENG_0451,Employee_0451,Data Engineering,Mid,2025-12-01,45.16,5.16,355,11,24,0.0,5,0,0.0,35.08,39.69,299.5,0.5,5.47,55.5,-0.5,23.7,Low
ENG_0451,Employee_0451,Data Engineering,Mid,2025-12-08,55.5,15.5,553,22,23,0.0,5,0,1.0,40.32,39.69,299.5,0.5,15.81,253.5,-0.5,58.9,Moderate
ENG_0451,Employee_0451,Data Engineering,Mid,2025-12-15,55.05,15.05,562,22,26,0.0,5,0,1.0,47.48,39.69,299.5,0.5,15.36,262.5,-0.5,66.0,High
ENG_0451,Employee_0451,Data Engineering,Mid,2025-12-22,44.16,4.16,358,14,20,0.0,5,0,0.0,49.97,39.69,299.5,0.5,4.47,58.5,-0.5,32.4,Low
ENG_0451,Employee_0451,Data Engineering,Mid,2025-12-29,35.32,3.52,256,8,17,1.0,4,0,0.0,47.51,39.69,299.5,0.5,-4.37,-43.5,0.5,14.0,Low
ENG_0451,Employee_0451,Data Engineering,Mid,2026-01-05,55.52,15.52,596,17,26,0.0,5,0,1.0,47.51,39.69,299.5,0.5,15.83,296.5,-0.5,69.7,High
ENG_0451,Employee_0451,Data Engineering,Mid,2026-01-12,27.47,3.47,196,12,17,2.0,3,0,0.0,40.62,39.69,299.5,0.5,-12.22,-103.5,1.5,7.0,Low
ENG_0451,Employee_0451,Data Engineering,Mid,2026-01-19,35.69,3.69,313,6,14,1.0,4,0,0.0,38.5,39.69,299.5,0.5,-4.0,13.5,0.5,7.6,Low
ENG_0451,Employee_0451,Data Engineering,Mid,2026-01-26,55.6,15.6,576,12,25,0.0,5,0,1.0,43.57,39.69,299.5,0.5,15.91,276.5,-0.5,64.2,Moderate
ENG_0452,Employee_0452,Data Engineering,Junior,2025-06-30,28.34,0.0,149,6,21,0.0,4,0,0.0,28.34,35.785,243.5,0.0,-7.44,-94.5,0.0,0.0,Low
ENG_0452,Employee_0452,Data Engineering,Junior,2025-07-07,35.45,0.0,252,7,28,0.0,5,0,0.0,31.9,35.785,243.5,0.0,-0.33,8.5,0.0,0.7,Low
ENG_0452,Employee_0452,Data Engineering,Junior,2025-07-14,45.36,5.36,339,11,25,0.0,5,0,1.0,36.38,35.785,243.5,0.0,9.58,95.5,0.0,17.9,Low
ENG_0452,Employee_0452,Data Engineering,Junior,2025-07-21,44.97,4.97,288,13,24,0.0,5,0,1.0,38.53,35.785,243.5,0.0,9.19,44.5,0.0,15.2,Low
ENG_0452,Employee_0452,Data Engineering,Junior,2025-07-28,36.12,0.0,244,13,27,0.0,5,0,0.0,40.48,35.785,243.5,0.0,0.34,0.5,0.0,4.7,Low
ENG_0452,Employee_0452,Data Engineering,Junior,2025-08-04,36.52,0.0,243,6,25,0.0,5,0,0.0,40.74,35.785,243.5,0.0,0.73,-0.5,0.0,5.0,Low
ENG_0452,Employee_0452,Data Engineering,Junior,2025-08-11,34.02,0.0,214,14,25,0.0,5,0,0.0,37.91,35.785,243.5,0.0,-1.77,-29.5,0.0,2.1,Low
ENG_0452,Employee_0452,Data Engineering,Junior,2025-08-18,28.33,0.01,216,4,17,1.0,4,0,0.0,33.75,35.785,243.5,0.0,-7.45,-27.5,1.0,0.0,Low
ENG_0452,Employee_0452,Data Engineering,Junior,2025-08-25,35.52,0.0,221,8,26,0.0,5,0,0.0,33.6,35.785,243.5,0.0,-0.27,-22.5,0.0,0.0,Low
ENG_0452,Employee_0452,Data Engineering,Junior,2025-09-01,33.99,0.0,180,12,24,0.0,5,0,0.0,32.97,35.785,243.5,0.0,-1.79,-63.5,0.0,0.0,Low
ENG_0452,Employee_0452,Data Engineering,Junior,2025-09-08,44.65,4.72,326,7,24,0.0,5,0,1.0,35.62,35.785,243.5,0.0,8.87,82.5,0.0,15.1,Low
ENG_0452,Employee_0452,Data Engineering,Junior,2025-09-15,44.52,4.52,334,14,24,0.0,5,0,1.0,39.67,35.785,243.5,0.0,8.74,90.5,0.0,19.3,Low
ENG_0452,Employee_0452,Data Engineering,Junior,2025-09-22,45.98,5.98,343,10,19,0.0,5,0,1.0,42.28,35.785,243.5,0.0,10.2,99.5,0.0,25.3,Low
ENG_0452,Employee_0452,Data Engineering,Junior,2025-09-29,37.22,0.32,176,8,27,0.0,5,0,0.0,43.09,35.785,243.5,0.0,1.44,-67.5,0.0,7.9,Low
ENG_0452,Employee_0452,Data Engineering,Junior,2025-10-06,36.14,0.0,210,13,30,0.0,5,0,0.0,40.96,35.785,243.5,0.0,0.36,-33.5,0.0,5.2,Low
ENG_0452,Employee_0452,Data Engineering,Junior,2025-10-13,35.31,0.0,227,6,25,0.0,5,0,0.0,38.66,35.785,243.5,0.0,-0.47,-16.5,0.0,2.9,Low
ENG_0452,Employee_0452,Data Engineering,Junior,2025-10-20,36.18,0.17,185,7,36,0.0,5,0,0.0,36.21,35.785,243.5,0.0,0.4,-58.5,0.0,0.7,Low
ENG_0452,Employee_0452,Data Engineering,Junior,2025-10-27,35.42,0.25,227,13,20,0.0,5,0,0.0,35.76,35.785,243.5,0.0,-0.36,-16.5,0.0,0.4,Low
ENG_0452,Employee_0452,Data Engineering,Junior,2025-11-03,36.14,0.0,212,5,20,0.0,5,0,0.0,35.76,35.785,243.5,0.0,0.36,-31.5,0.0,0.0,Low
ENG_0452,Employee_0452,Data Engineering,Junior,2025-11-10,35.18,0.0,250,7,19,0.0,5,0,0.0,35.73,35.785,243.5,0.0,-0.6,6.5,0.0,0.5,Low
ENG_0452,Employee_0452,Data Engineering,Junior,2025-11-17,34.33,0.0,203,10,32,0.0,5,0,0.0,35.27,35.785,243.5,0.0,-1.45,-40.5,0.0,0.0,Low
ENG_0452,Employee_0452,Data Engineering,Junior,2025-11-24,36.28,0.0,220,14,27,0.0,5,0,0.0,35.48,35.785,243.5,0.0,0.5,-23.5,0.0,0.0,Low
ENG_0452,Employee_0452,Data Engineering,Junior,2025-12-01,33.67,0.0,250,15,22,0.0,5,0,0.0,34.86,35.785,243.5,0.0,-2.11,6.5,0.0,0.5,Low
ENG_0452,Employee_0452,Data Engineering,Junior,2025-12-08,46.51,6.51,358,11,20,0.0,5,0,1.0,37.7,35.785,243.5,0.0,10.73,114.5,0.0,22.8,Low
ENG_0452,Employee_0452,Data Engineering,Junior,2025-12-15,47.43,7.43,361,13,14,0.0,5,0,1.0,40.97,35.785,243.5,0.0,11.65,117.5,0.0,28.0,Low
ENG_0452,Employee_0452,Data Engineering,Junior,2025-12-22,35.1,0.0,218,9,35,0.0,5,0,0.0,40.68,35.785,243.5,0.0,-0.68,-25.5,0.0,4.9,Low
ENG_0452,Employee_0452,Data Engineering,Junior,2025-12-29,37.13,0.0,240,10,23,0.0,5,0,0.0,41.54,35.785,243.5,0.0,1.35,-3.5,0.0,5.8,Low
ENG_0452,Employee_0452,Data Engineering,Junior,2026-01-05,43.61,3.69,338,14,24,0.0,5,0,1.0,40.82,35.785,243.5,0.0,7.83,94.5,0.0,19.4,Low
ENG_0452,Employee_0452,Data Engineering,Junior,2026-01-12,35.25,0.0,206,12,21,0.0,5,0,0.0,37.77,35.785,243.5,0.0,-0.53,-37.5,0.0,2.0,Low
ENG_0452,Employee_0452,Data Engineering,Junior,2026-01-19,36.31,0.0,227,13,23,0.0,5,0,0.0,38.08,35.785,243.5,0.0,0.53,-16.5,0.0,2.3,Low
ENG_0452,Employee_0452,Data Engineering,Junior,2026-01-26,43.9,3.9,299,16,27,0.0,5,0,1.0,39.77,35.785,243.5,0.0,8.12,55.5,0.0,15.4,Low
ENG_0453,Employee_0453,Data Engineering,Mid,2025-06-30,22.24,0.22,115,13,16,1.0,3,0,0.0,22.24,34.655,95.5,0.5,-12.42,19.5,0.5,2.0,Low
ENG_0453,Employee_0453,Data Engineering,Mid,2025-07-07,39.73,0.93,106,15,17,0.0,5,0,0.0,30.98,34.655,95.5,0.5,5.07,10.5,-0.5,12.5,Low
ENG_0453,Employee_0453,Data Engineering,Mid,2025-07-14,49.010000000000005,9.01,195,13,23,0.0,5,0,1.0,36.99,34.655,95.5,0.5,14.36,99.5,-0.5,36.4,Moderate
ENG_0453,Employee_0453,Data Engineering,Mid,2025-07-21,47.91,7.91,154,21,29,0.0,5,0,1.0,39.72,34.655,95.5,0.5,13.25,58.5,-0.5,33.8,Low
ENG_0453,Employee_0453,Data Engineering,Mid,2025-07-28,30.85,0.68,85,14,25,1.0,4,0,0.0,41.88,34.655,95.5,0.5,-3.8,-10.5,0.5,8.4,Low
ENG_0453,Employee_0453,Data Engineering,Mid,2025-08-04,29.58,0.15,65,16,29,1.0,4,0,0.0,39.34,34.655,95.5,0.5,-5.07,-30.5,0.5,4.9,Low
ENG_0453,Employee_0453,Data Engineering,Mid,2025-08-11,38.46,0.53,74,11,27,0.0,5,0,0.0,36.7,34.655,95.5,0.5,3.8,-21.5,-0.5,13.0,Low
ENG_0453,Employee_0453,Data Engineering,Mid,2025-08-18,30.09,0.0,12,17,19,1.0,4,0,0.0,32.24,34.655,95.5,0.5,-4.57,-83.5,0.5,0.0,Low
ENG_0453,Employee_0453,Data Engineering,Mid,2025-08-25,30.92,0.27,33,8,16,1.0,4,0,0.0,32.26,34.655,95.5,0.5,-3.73,-62.5,0.5,0.5,Low
ENG_0453,Employee_0453,Data Engineering,Mid,2025-09-01,29.83,0.0,67,13,22,1.0,4,0,0.0,32.32,34.655,95.5,0.5,-4.83,-28.5,0.5,0.0,Low
ENG_0453,Employee_0453,Data Engineering,Mid,2025-09-08,47.94,7.94,173,15,24,0.0,5,0,1.0,34.7,34.655,95.5,0.5,13.28,77.5,-0.5,30.4,Low
ENG_0453,Employee_0453,Data Engineering,Mid,2025-09-15,47.5,7.5,173,20,33,0.0,5,0,1.0,39.05,34.655,95.5,0.5,12.84,77.5,-0.5,34.0,Low
ENG_0453,Employee_0453,Data Engineering,Mid,2025-09-22,47.47,7.47,141,14,21,0.0,5,0,1.0,43.18,34.655,95.5,0.5,12.81,45.5,-0.5,35.4,Moderate
ENG_0453,Employee_0453,Data Engineering,Mid,2025-09-29,36.36,0.29,71,14,17,0.0,5,0,0.0,44.82,34.655,95.5,0.5,1.7,-24.5,-0.5,20.7,Low
ENG_0453,Employee_0453,Data Engineering,Mid,2025-10-06,39.04,0.15,44,13,24,0.0,5,0,0.0,42.59,34.655,95.5,0.5,4.38,-51.5,-0.5,18.2,Low
ENG_0453,Employee_0453,Data Engineering,Mid,2025-10-13,37.84,0.59,82,24,27,0.0,5,0,0.0,40.18,34.655,95.5,0.5,3.19,-13.5,-0.5,16.6,Low
ENG_0453,Employee_0453,Data Engineering,Mid,2025-10-20,38.72,0.68,66,10,27,0.0,5,0,0.0,37.99,34.655,95.5,0.5,4.06,-29.5,-0.5,14.5,Low
ENG_0453,Employee_0453,Data Engineering,Mid,2025-10-27,38.71,0.0,50,11,27,0.0,5,0,0.0,38.58,34.655,95.5,0.5,4.06,-45.5,-0.5,13.9,Low
ENG_0453,Employee_0453,Data Engineering,Mid,2025-11-03,29.33,0.0,102,6,18,1.0,4,0,0.0,36.15,34.655,95.5,0.5,-5.33,6.5,0.5,2.0,Low
ENG_0453,Employee_0453,Data Engineering,Mid,2025-11-10,31.630000000000003,0.46,16,10,17,1.0,4,0,0.0,34.6,34.655,95.5,0.5,-3.02,-79.5,0.5,0.8,Low
ENG_0453,Employee_0453,Data Engineering,Mid,2025-11-17,38.35,0.28,100,19,22,0.0,5,0,0.0,34.51,34.655,95.5,0.5,3.7,4.5,-0.5,10.9,Low
ENG_0453,Employee_0453,Data Engineering,Mid,2025-11-24,38.85,0.14,54,10,23,0.0,5,0,0.0,34.54,34.655,95.5,0.5,4.2,-41.5,-0.5,10.2,Low
ENG_0453,Employee_0453,Data Engineering,Mid,2025-12-01,28.78,0.0,67,8,22,1.0,4,0,0.0,34.4,34.655,95.5,0.5,-5.88,-28.5,0.5,0.0,Low
ENG_0453,Employee_0453,Data Engineering,Mid,2025-12-08,47.21,7.21,143,20,28,0.0,5,0,1.0,38.3,34.655,95.5,0.5,12.56,47.5,-0.5,30.2,Low
ENG_0453,Employee_0453,Data Engineering,Mid,2025-12-15,45.48,5.48,122,22,22,0.0,5,0,1.0,40.08,34.655,95.5,0.5,10.83,26.5,-0.5,27.2,Low
